name,company,pack_size,link,sale_price,mrp,letter
Maxitrol,Novartis,3.5 gm,https://dawaai.pk/medicine/maxitrol-3-16428.html,121,134,m
Mexazol,Harmann,20x10's,https://dawaai.pk/medicine/mexazol-3-16612.html,11,12,m
Maclara,Zafa,60ml,https://dawaai.pk/medicine/maclara-3-16946.html,232,257,m
Macpar,Neo Medix,10,https://dawaai.pk/medicine/macpar-2-16949.html,216,240,m
Macpar,Neo Medix,10,https://dawaai.pk/medicine/macpar-3-16950.html,401,445,m
Macrocid,Don Valley,60ml,https://dawaai.pk/medicine/macrocid-2-16951.html,158,175,m
Macrocid,Don Valley,10,https://dawaai.pk/medicine/macrocid-3-16952.html,135,150,m
Macroclar,Danas,10,https://dawaai.pk/medicine/macroclar-3-16954.html,401,445,m
Megamycin,Mega,60ml,https://dawaai.pk/medicine/megamycin-3-16959.html,201,223,m
Megamycin,Mega,10,https://dawaai.pk/medicine/megamycin-4-16960.html,198,220,m
Megamycin,Mega,10,https://dawaai.pk/medicine/megamycin-5-16961.html,360,400,m
Myclar,PDH,60ml,https://dawaai.pk/medicine/myclar-3-16962.html,203,225,m
Myclar,PDH,10,https://dawaai.pk/medicine/myclar-4-16963.html,135,150,m
Mentin,Unexo,6,https://dawaai.pk/medicine/mentin-3-17259.html,108,120,m
Mebradex,Medipak,5ml,https://dawaai.pk/medicine/mebradex-1-17405.html,104,116,m
Mebdal,Pharma Wise,450ml,https://dawaai.pk/medicine/mebdal-1-17770.html,180,200,m
Mebdal,Pharma Wise,25x10's,https://dawaai.pk/medicine/mebdal-3-17772.html,15,16,m
Mont Fex,GT Pharma,60ml,https://dawaai.pk/medicine/mont-fex-17776.html,180,200,m
Mont Fex,GT Pharma,1 x 10's,https://dawaai.pk/medicine/mont-fex-1-17777.html,279,310,m
Methagan,KPL,100x10's,https://dawaai.pk/medicine/methagan-4-17816.html,9,10,m
Methazex,Unexo,1x1000's,https://dawaai.pk/medicine/methazex-1-17821.html,298,331,m
Malasunate,Pharmadic,1x9's,https://dawaai.pk/medicine/malasunate-17995.html,95,105,m
Malasunate,Pharmadic,1x15's,https://dawaai.pk/medicine/malasunate-1-17996.html,103,114,m
Mether SP,Helix Pharma,1x9's,https://dawaai.pk/medicine/mether-sp-17998.html,95,105,m
Maladar,Efroze,20 x 3's,https://dawaai.pk/medicine/maladar-3-18143.html,484,538,m
Malarina,Lisko,Jarx1000's,https://dawaai.pk/medicine/malarina-3-18156.html,540,600,m
Malarkil,KPL,3x10's,https://dawaai.pk/medicine/malarkil-18157.html,32,36,m
Malarkil,KPL,Jarsx1000's,https://dawaai.pk/medicine/malarkil-1-18158.html,"3,134","3,483",m
Malidar,PDH,1x150's,https://dawaai.pk/medicine/malidar-18161.html,459,510,m
Mallar,Jafson,1x150's,https://dawaai.pk/medicine/mallar-1-18164.html,405,450,m
Malsidar,Euro Pharma,1x150's,https://dawaai.pk/medicine/malsidar-18165.html,371,412,m
Methodox,Alina,15x10's,https://dawaai.pk/medicine/methodox-3-18172.html,31,35,m
Meriprin,Bloom Pharma,1x100's,https://dawaai.pk/medicine/meriprin-18234.html,158,176,m
Meriprin,Bloom Pharma,1x600's,https://dawaai.pk/medicine/meriprin-2-18236.html,950,"1,056",m
Myprin,Semos,Jarsx1000's,https://dawaai.pk/medicine/myprin-18238.html,194,215,m
Mydolate,Ethical Laboratories,15ml,https://dawaai.pk/medicine/mydolate-18306.html,104,115,m
Mydriacyl,Novartis,15ml,https://dawaai.pk/medicine/mydriacyl-18308.html,253,282,m
Mingle,Valor,30gm,https://dawaai.pk/medicine/mingle-1-18462.html,276,307,m
Microrid,Medicraft,2ml,https://dawaai.pk/medicine/microrid-2-18636.html,113,125,m
Mifate,swiss pharma,2ml,https://dawaai.pk/medicine/mifate-2-18639.html,225,250,m
Mikacin,Global-Vision,2ml,https://dawaai.pk/medicine/mikacin-1-18641.html,113,125,m
Mink,Mass-PH Health,2ml,https://dawaai.pk/medicine/mink-4-18646.html,101,112,m
Multiparin,Bio Pharma,10 Vial,https://dawaai.pk/medicine/multiparin-18932.html,495,550,m
Monofer,Allmed Labs,5 Vial,https://dawaai.pk/medicine/monofer-19013.html,495,550,m
Myso,Metro,30's,https://dawaai.pk/medicine/myso-19072.html,405,450,m
Meprium-L,Friends,1 Vial,https://dawaai.pk/medicine/meprium-l-2-19144.html,225,250,m
Monocare,Polyfine,1x1's,https://dawaai.pk/medicine/monocare-19415.html,117,130,m
Mycole,Nexpharm,1x1's,https://dawaai.pk/medicine/mycole-19416.html,135,150,m
Mycole,Nexpharm,1x4's,https://dawaai.pk/medicine/mycole-1-19417.html,720,800,m
Mycole,Nexpharm,1x7's,https://dawaai.pk/medicine/mycole-2-19418.html,378,420,m
Mobez,Figs,1x30's,https://dawaai.pk/medicine/mobez-19538.html,167,186,m
Monurol,Angelini,1 Sachet,https://dawaai.pk/medicine/monurol-19638.html,518,575,m
Manpro,Macquins,14s,https://dawaai.pk/medicine/manpro-19846.html,99,111,m
Maclive,Wisdom,10s,https://dawaai.pk/medicine/maclive-20241.html,191,213,m
Maclive,Wisdom,10s,https://dawaai.pk/medicine/maclive-1-20242.html,268,298,m
Mafox,Macquins,1 Vialx100ml,https://dawaai.pk/medicine/mafox-20243.html,621,690,m
Mariflox,Miracle,10s,https://dawaai.pk/medicine/mariflox-20244.html,117,130,m
Mariflox,Miracle,10s,https://dawaai.pk/medicine/mariflox-1-20245.html,180,200,m
Maxlevo,Shrooq,10s,https://dawaai.pk/medicine/maxlevo-20246.html,108,120,m
Maxlevo,Shrooq,10s,https://dawaai.pk/medicine/maxlevo-1-20247.html,180,200,m
Medac,Medisave,10s,https://dawaai.pk/medicine/medac-20250.html,117,130,m
Medac,Medisave,10s,https://dawaai.pk/medicine/medac-1-20251.html,207,230,m
Melcin,Metro,60ml,https://dawaai.pk/medicine/melcin-20254.html,135,150,m
Melcin,Metro,60ml,https://dawaai.pk/medicine/melcin-1-20255.html,225,250,m
Melcin,Metro,10s,https://dawaai.pk/medicine/melcin-2-20256.html,153,170,m
Melcin,Metro,10s,https://dawaai.pk/medicine/melcin-3-20257.html,243,270,m
Mevoflox,Miracle,10s,https://dawaai.pk/medicine/mevoflox-20258.html,180,200,m
Montlevo,EG Pharma,1 Vial,https://dawaai.pk/medicine/montlevo-20259.html,225,250,m
Montlevo,EG Pharma,10s,https://dawaai.pk/medicine/montlevo-1-20260.html,117,130,m
Montlevo,EG Pharma,10s,https://dawaai.pk/medicine/montlevo-2-20261.html,225,250,m
Mebendazole,Benson,50x6,https://dawaai.pk/medicine/mebendazole-20604.html,15,17,m
Menarex,Rex,10x6s,https://dawaai.pk/medicine/menarex-1-20612.html,16,17,m
Mendazole,Valor,10x6's,https://dawaai.pk/medicine/mendazole-20614.html,16,18,m
Melpha,Pharmadic,1x20,https://dawaai.pk/medicine/melpha-20680.html,648,720,m
Mercaprine,Pharmadic,1x30s,https://dawaai.pk/medicine/mercaprine-20681.html,222,247,m
Merem,Global-Vision,1 Vial,https://dawaai.pk/medicine/merem-20690.html,"1,935","2,150",m
Merem,Global-Vision,1 Vial,https://dawaai.pk/medicine/merem-1-20691.html,"1,161","1,290",m
Merocin,Jinnah Pharma,1 vial,https://dawaai.pk/medicine/merocin-20692.html,540,600,m
Merocon,Continental Pharma,1 Vial,https://dawaai.pk/medicine/merocon-20693.html,"1,440","1,600",m
Merocon,Continental Pharma,1 Vial,https://dawaai.pk/medicine/merocon-1-20694.html,810,900,m
Minoderm,GlaxoSmithKline,1x10,https://dawaai.pk/medicine/minoderm-20702.html,180,200,m
Minogen,Mass-PH Health,1x10's,https://dawaai.pk/medicine/minogen-20703.html,304,338,m
Minolox,Genome Pharma,1x10,https://dawaai.pk/medicine/minolox-20704.html,180,200,m
Monocin,Valor,1x10's,https://dawaai.pk/medicine/monocin-20706.html,180,200,m
Monocin,Valor,1x10's,https://dawaai.pk/medicine/monocin-1-20707.html,108,120,m
Mepnam,English Pharma,1 vial,https://dawaai.pk/medicine/mepnam-20765.html,306,340,m
Medizinamide,Mediceena,50x10,https://dawaai.pk/medicine/medizinamide-20777.html,18,20,m
Medizinamide,Mediceena,5x10,https://dawaai.pk/medicine/medizinamide-1-20778.html,19,21,m
Mixtard 30 HM,Novo Nordisk,1 Vialx10ml,https://dawaai.pk/medicine/mixtard-30-hm-20850.html,823,914,m
Mixtard 30,Novo Nordisk,1 Cartridges x 3ml,https://dawaai.pk/medicine/mixtard-30-hm-1-20851.html,427,474,m
Maxpril,Makson,2x10 's,https://dawaai.pk/medicine/maxpril-1-20924.html,101,113,m
Makupril,Makson,3x10 's,https://dawaai.pk/medicine/makupril-21009.html,75,83,m
Makupril,Makson,3x10 's,https://dawaai.pk/medicine/makupril-1-21010.html,135,150,m
Makupril,Makson,3x10 's,https://dawaai.pk/medicine/makupril-2-21011.html,54,60,m
Mapril,L A Kurative,1x28 's,https://dawaai.pk/medicine/mapril-21025.html,180,200,m
Mapril,L A Kurative,1x28 's,https://dawaai.pk/medicine/mapril-1-21026.html,315,350,m
Migram,Amarant,2x6's,https://dawaai.pk/medicine/migram-21688.html,58,65,m
Mixtard 30 HM,Novo Nordisk,5 Cartridges x 3ml,https://dawaai.pk/medicine/mixtard-30-hm-3-23412.html,931,"1,035",m
Misar AM,Highnoon,2x7's,https://dawaai.pk/medicine/misar-am-23672.html,176,196,m
Mide,Macquins,6x10's,https://dawaai.pk/medicine/mide-1-23766.html,27,30,m
Meteda,Metro,10 sachet,https://dawaai.pk/medicine/meteda-23791.html,36,40,m
Mafnol,Ideal,1x200 's,https://dawaai.pk/medicine/mafnol-1-23958.html,180,200,m
Mamic,Vega,60x10 's,https://dawaai.pk/medicine/mamic-2-23961.html,324,360,m
Medgesic,Mediceena,10x10 's,https://dawaai.pk/medicine/medgesic-23966.html,16,18,m
Medocid,Dosaco,1x1000 's,https://dawaai.pk/medicine/medocid-23967.html,207,230,m
Medocid,Dosaco,20x10 's,https://dawaai.pk/medicine/medocid-1-23968.html,8,9,m
Mefacid,Zafa,1x1000 's,https://dawaai.pk/medicine/mefacid-23970.html,328,364,m
Mefac,Bio Pharma,1x1000 's,https://dawaai.pk/medicine/mefac-23972.html,"1,065","1,183",m
Mefac,Bio Pharma,1x600 's,https://dawaai.pk/medicine/mefac-2-23974.html,639,710,m
Mefac Forte,Bio Pharma,1 x 100 's,https://dawaai.pk/medicine/mefac-forte-23975.html,180,200,m
Mefadil,PDH,20x10's,https://dawaai.pk/medicine/mefadil-23977.html,288,320,m
Mefadil,PDH,20x10 's,https://dawaai.pk/medicine/mefadil-2-23979.html,6,7,m
Mefadil,PDH,60x10 's,https://dawaai.pk/medicine/mefadil-3-23980.html,5,6,m
Mefadon,Bloom Pharma,1x100 's,https://dawaai.pk/medicine/mefadon-23982.html,106,118,m
Mefalgic,Semos,1x1000 's,https://dawaai.pk/medicine/mefalgic-23984.html,450,500,m
Mefalgic,Semos,1x600 's,https://dawaai.pk/medicine/mefalgic-1-23985.html,365,405,m
Mefalgic Forte,Semos,1 x 100 's,https://dawaai.pk/medicine/mefalgic-forte-23986.html,99,110,m
Mefalgic Forte,Semos,20 x 10 's,https://dawaai.pk/medicine/mefalgic-forte-1-23987.html,11,12,m
Mefco Forte,Eros,1 x 100 's,https://dawaai.pk/medicine/mefco-forte-1-23990.html,144,160,m
Mefco Forte,Eros,1 x 1000 's,https://dawaai.pk/medicine/mefco-forte-2-23991.html,923,"1,025",m
Mefco Forte,Eros,20 x 10 's,https://dawaai.pk/medicine/mefco-forte-3-23992.html,14,16,m
Mefco Forte,Eros,1 x 500 's,https://dawaai.pk/medicine/mefco-forte-4-23993.html,464,515,m
Mefenamic Acid,Ardin,1 x 1000 's,https://dawaai.pk/medicine/mefenamic-acid-1-23995.html,527,585,m
Mefescot,Scotman,10x10's,https://dawaai.pk/medicine/mefescot-1-24009.html,12,13,m
Mefgesic,Wilson's,100x10 's,https://dawaai.pk/medicine/mefgesic-24010.html,8,9,m
Mefgesic,Wilson's,10x10 's,https://dawaai.pk/medicine/mefgesic-1-24011.html,15,17,m
Mefheim,Pakheim,10x10 's,https://dawaai.pk/medicine/mefheim-24012.html,49,54,m
Mefheim,Pakheim,20x10 's,https://dawaai.pk/medicine/mefheim-1-24013.html,5,6,m
Mefheim,Pakheim,1x500 's,https://dawaai.pk/medicine/mefheim-2-24014.html,284,315,m
Mefheim,Pakheim,60x10 's,https://dawaai.pk/medicine/mefheim-3-24015.html,5,6,m
Meflin,Harmann,1x1000 's,https://dawaai.pk/medicine/meflin-1-24017.html,328,364,m
Meflin,Harmann,60x10 's,https://dawaai.pk/medicine/meflin-2-24018.html,6,6,m
Meflon,Umersons,1x600 's,https://dawaai.pk/medicine/meflon-24019.html,240,267,m
Mefna,Ferroza,60x10 's,https://dawaai.pk/medicine/mefna-1-24021.html,7,8,m
Mefnac,Efroze,1x100 's,https://dawaai.pk/medicine/mefnac-1-24023.html,106,118,m
Mefnac,Efroze,1x600 's,https://dawaai.pk/medicine/mefnac-3-24025.html,473,525,m
Mefnagen,Genera,1x200 's,https://dawaai.pk/medicine/mefnagen-24030.html,158,175,m
Mefnax,Qintar Pharma,20x10 's,https://dawaai.pk/medicine/mefnax-24032.html,11,12,m
Mefnax,Qintar Pharma,20 x 10 's,https://dawaai.pk/medicine/mefnax-1-24033.html,18,20,m
Mefo,Tagma,20x10 's,https://dawaai.pk/medicine/mefo-24034.html,5,6,m
Meftan,Euro Pharma,1x600 's,https://dawaai.pk/medicine/meftan-2-24038.html,485,539,m
Mellin,Harmann,1x1000 's,https://dawaai.pk/medicine/mellin-24039.html,328,364,m
Mofstan,Jinnah Pharma,10x20 's,https://dawaai.pk/medicine/mofstan-2-24046.html,16,18,m
Mofstan,Jinnah Pharma,10x60 's,https://dawaai.pk/medicine/mofstan-3-24047.html,32,36,m
Medimol,Mediceena,100x10 's,https://dawaai.pk/medicine/medimol-3-24292.html,6,7,m
Megapol,Mega,1x1000 's,https://dawaai.pk/medicine/megapol-24294.html,580,644,m
Megapol,Mega,20x10 's,https://dawaai.pk/medicine/megapol-1-24295.html,207,230,m
Megapol,Mega,50x10's,https://dawaai.pk/medicine/megapol-3-24297.html,6,6,m
Megapol,Mega,Jarx100's,https://dawaai.pk/medicine/megapol-4-24298.html,299,332,m
Mylenol,Dr.Raza,20x10 's,https://dawaai.pk/medicine/mylenol-1-24302.html,6,7,m
Matrix,PDH,12's,https://dawaai.pk/medicine/matrix-24722.html,210,233,m
Matrix,PDH,12's,https://dawaai.pk/medicine/matrix-1-24723.html,369,410,m
Matrix,PDH,60ml,https://dawaai.pk/medicine/matrix-2-24724.html,132,147,m
Matrix,PDH,60ml,https://dawaai.pk/medicine/matrix-3-24725.html,230,256,m
Meclor,Medi aims,60ml,https://dawaai.pk/medicine/meclor-24726.html,132,146,m
Meclor,Medi aims,60ml,https://dawaai.pk/medicine/meclor-1-24727.html,245,272,m
Mefaclor,Macquins,2x6's,https://dawaai.pk/medicine/mefaclor-24728.html,108,120,m
Mefaclor,Macquins,2x6's,https://dawaai.pk/medicine/mefaclor-1-24729.html,203,225,m
Mefaclor,Macquins,60ml,https://dawaai.pk/medicine/mefaclor-2-24730.html,144,160,m
Makdrox,Makson,2x6's,https://dawaai.pk/medicine/makdrox-24983.html,81,90,m
Makdrox,Makson,60ml,https://dawaai.pk/medicine/makdrox-2-24985.html,141,157,m
Medbirox,Medisave,12's,https://dawaai.pk/medicine/medbirox-24986.html,162,180,m
Medicef,Mediate,10's,https://dawaai.pk/medicine/medicef-24987.html,432,480,m
Medicef,Mediate,10's,https://dawaai.pk/medicine/medicef-1-24988.html,153,170,m
Medicef,Mediate,60ml,https://dawaai.pk/medicine/medicef-2-24989.html,124,138,m
Medicef,Mediate,60ml,https://dawaai.pk/medicine/medicef-3-24990.html,198,220,m
Meecef,Ipharm,60ml,https://dawaai.pk/medicine/meecef-1-24992.html,141,157,m
Metacef,Semos,60ml,https://dawaai.pk/medicine/metacef-1-24994.html,141,157,m
Marpime,ACE,1 Vial,https://dawaai.pk/medicine/marpime-25156.html,540,600,m
Marpime,ACE,1 Vial,https://dawaai.pk/medicine/marpime-1-25157.html,270,300,m
Maxpin,Fynk,1 Vial,https://dawaai.pk/medicine/maxpin-25160.html,540,600,m
Maxpin,Fynk,1 Vial,https://dawaai.pk/medicine/maxpin-1-25161.html,270,300,m
Mcpime,Mcolson,1 Vial,https://dawaai.pk/medicine/mcpime-25162.html,414,460,m
Mcpime,Mcolson,1 Vial,https://dawaai.pk/medicine/mcpime-1-25163.html,248,275,m
Medipime,Mediceena,1 Vial,https://dawaai.pk/medicine/medipime-25164.html,540,600,m
Medipime,Mediceena,1 Vial,https://dawaai.pk/medicine/medipime-1-25165.html,720,800,m
Medipime,Mediceena,1 Vial,https://dawaai.pk/medicine/medipime-2-25166.html,270,300,m
Megapime,Laderly,1 Vial,https://dawaai.pk/medicine/megapime-25167.html,540,600,m
Megapime,Laderly,1 Vial,https://dawaai.pk/medicine/megapime-1-25168.html,270,300,m
Milkish,Danas,1 Vial,https://dawaai.pk/medicine/milkish-25169.html,540,600,m
Milkish,Danas,1 Vial,https://dawaai.pk/medicine/milkish-1-25170.html,270,300,m
Macxime,Mcolson,5's,https://dawaai.pk/medicine/macxime-25551.html,226,251,m
Macxime,Mcolson,30ml,https://dawaai.pk/medicine/macxime-1-25552.html,107,119,m
Macxime,Mcolson,30ml,https://dawaai.pk/medicine/macxime-2-25553.html,179,199,m
Maxgard,Ambrosia,5's,https://dawaai.pk/medicine/maxgard-25558.html,293,325,m
Maxgard,Ambrosia,30ml,https://dawaai.pk/medicine/maxgard-1-25559.html,126,140,m
Maxgard,Ambrosia,30ml,https://dawaai.pk/medicine/maxgard-2-25560.html,198,220,m
Maxim,Syntex,10's,https://dawaai.pk/medicine/maxim-25561.html,356,395,m
Maxophine,Global-Vision,30ml,https://dawaai.pk/medicine/maxophine-2-25569.html,119,132,m
Med-Span,Mediate,5's,https://dawaai.pk/medicine/med-span-25576.html,293,325,m
Med-Span,Mediate,30ml,https://dawaai.pk/medicine/med-span-1-25577.html,162,180,m
Medispan,Mediceena,30ml,https://dawaai.pk/medicine/medispan-25578.html,116,129,m
Medispan,Mediceena,5's,https://dawaai.pk/medicine/medispan-1-25579.html,293,325,m
Megaxim,Pakheim,5's,https://dawaai.pk/medicine/megaxim-25584.html,342,380,m
Megaxim,Pakheim,30ml,https://dawaai.pk/medicine/megaxim-1-25585.html,164,182,m
Megaxim,Pakheim,30ml,https://dawaai.pk/medicine/megaxim-2-25586.html,271,301,m
Mimlux,Avant,5's,https://dawaai.pk/medicine/mimlux-25587.html,293,325,m
Mimlux,Avant,30ml,https://dawaai.pk/medicine/mimlux-1-25588.html,144,160,m
Mimlux,Avant,30ml,https://dawaai.pk/medicine/mimlux-2-25589.html,225,250,m
Mycef,Regent,5's,https://dawaai.pk/medicine/mycef-25594.html,293,325,m
Mycef,Regent,30ml,https://dawaai.pk/medicine/mycef-1-25595.html,158,175,m
Maxonil,Mass-PH Health,1 Vial,https://dawaai.pk/medicine/maxonil-25981.html,225,250,m
Maxonil,Mass-PH Health,1 Vial,https://dawaai.pk/medicine/maxonil-1-25982.html,315,350,m
Megaroze,Mega,1 Vial,https://dawaai.pk/medicine/megaroze-25983.html,225,250,m
Megaroze,Mega,1 Vial,https://dawaai.pk/medicine/megaroze-1-25984.html,315,350,m
Mizio,A'raf,1 Vial,https://dawaai.pk/medicine/mizio-25985.html,225,250,m
Mizio,A'raf,1 Vial,https://dawaai.pk/medicine/mizio-1-25986.html,315,350,m
Mutacef,Amarant,1 Amp,https://dawaai.pk/medicine/mutacef-25987.html,258,287,m
Mutacef,Amarant,1 Vial,https://dawaai.pk/medicine/mutacef-1-25988.html,362,402,m
Macfran,Macquins,1 Vial,https://dawaai.pk/medicine/macfran-26284.html,171,190,m
Macfran,Macquins,1 Vial,https://dawaai.pk/medicine/macfran-2-26286.html,99,110,m
Mahir,Ambrosia,1 Vial,https://dawaai.pk/medicine/mahir-26287.html,144,160,m
Mahir,Ambrosia,1 Vial,https://dawaai.pk/medicine/mahir-2-26289.html,99,110,m
Medifran,Mediate,1 Vial,https://dawaai.pk/medicine/medifran-26290.html,144,160,m
Medifran,Mediate,1 Vial,https://dawaai.pk/medicine/medifran-2-26292.html,99,110,m
Medoxin,Grays,1 Vial,https://dawaai.pk/medicine/medoxin-26293.html,144,160,m
Medoxin,Grays,1 Vial,https://dawaai.pk/medicine/medoxin-2-26295.html,99,110,m
Moricef,Shrooq,1 Vial,https://dawaai.pk/medicine/moricef-26442.html,405,450,m
Moricef,Shrooq,1 Vial,https://dawaai.pk/medicine/moricef-1-26443.html,203,225,m
Medidoxim,Medisave,12's,https://dawaai.pk/medicine/medidoxim-26490.html,259,288,m
Medidoxim,Medisave,50ml,https://dawaai.pk/medicine/medidoxim-1-26491.html,180,200,m
Megadoxime,Mega,50ml,https://dawaai.pk/medicine/megadoxime-26492.html,176,195,m
Megtazidim,Mega,1 Vial,https://dawaai.pk/medicine/megtazidim-26672.html,248,275,m
Mortam,Macquins,1 Vial,https://dawaai.pk/medicine/mortam-26677.html,248,275,m
Mortam,Macquins,1 Vial,https://dawaai.pk/medicine/mortam-2-26679.html,130,144,m
Macxone,Macquins,1 Vial,https://dawaai.pk/medicine/macxone-3-27242.html,243,270,m
Macxone,Macquins,1 Vial,https://dawaai.pk/medicine/macxone-5-27244.html,154,171,m
Millennium,Mcolson,1 Vial,https://dawaai.pk/medicine/millennium-3-27259.html,134,149,m
Millennium,Mcolson,1 Vial,https://dawaai.pk/medicine/millennium-4-27260.html,261,290,m
Marcef,Lowitt,1 Vial,https://dawaai.pk/medicine/marcef-27897.html,162,180,m
Marcef,Lowitt,5 Vial,https://dawaai.pk/medicine/marcef-1-27898.html,25,28,m
Mediroxine,Mediate,1 Vial,https://dawaai.pk/medicine/mediroxine-27900.html,162,180,m
Mediroxine,Mediate,5 Vial,https://dawaai.pk/medicine/mediroxine-1-27901.html,25,28,m
Mediroxine,Mediate,50ml,https://dawaai.pk/medicine/mediroxine-3-27903.html,171,190,m
Mediroxine,Mediate,14's,https://dawaai.pk/medicine/mediroxine-4-27904.html,216,240,m
Mediroxine,Mediate,14's,https://dawaai.pk/medicine/mediroxine-5-27905.html,423,470,m
Moxime,Stand Pharm,5 Vial,https://dawaai.pk/medicine/moxime-27908.html,26,29,m
Maclexin,Mass-PH Health,10x10's,https://dawaai.pk/medicine/maclexin-1-32377.html,64,71,m
Maclexin,Mass-PH Health,1x10's,https://dawaai.pk/medicine/maclexin-2-32378.html,131,145,m
Maclexin,Mass-PH Health,10x10's,https://dawaai.pk/medicine/maclexin-3-32379.html,129,143,m
Malexin,Makson,2x6's,https://dawaai.pk/medicine/malexin-1-32384.html,62,69,m
Medilex,Mediate,12's,https://dawaai.pk/medicine/medilex-1-32388.html,155,172,m
Medizol,Mediceena,1 Vial,https://dawaai.pk/medicine/medizol-32489.html,108,120,m
Megazolin,Mega,1 Vial,https://dawaai.pk/medicine/megazolin-32492.html,99,110,m
Minalfene,Highnoon,20's,https://dawaai.pk/medicine/minalfene-33913.html,157,175,m
Mediprufen,Medicaids,30's,https://dawaai.pk/medicine/mediprufen-34007.html,239,265,m
Maxit,Hilton,2x10's,https://dawaai.pk/medicine/maxit-34170.html,101,113,m
Maxit,Hilton,2x10's,https://dawaai.pk/medicine/maxit-1-34171.html,162,180,m
Mediflam,Mediceena,20's,https://dawaai.pk/medicine/mediflam-1-34173.html,117,130,m
Mobil-K,Davis Pharma,20's,https://dawaai.pk/medicine/mobil-k-34174.html,154,171,m
Moven,Shrooq,20's,https://dawaai.pk/medicine/moven-1-34179.html,161,179,m
Movom P,Nenza,20's,https://dawaai.pk/medicine/movom-p-34180.html,108,120,m
Mesotec,Pulse,20's,https://dawaai.pk/medicine/mesotec-34304.html,180,200,m
Misodoc,Wns Field,2x10's,https://dawaai.pk/medicine/misodoc-34306.html,109,121,m
Magnofenac,AGP,1x100's,https://dawaai.pk/medicine/magnofenac-2-34640.html,360,400,m
Matic,Libra,3x10's,https://dawaai.pk/medicine/matic-34645.html,36,40,m
Megafenac,Mega,100's,https://dawaai.pk/medicine/megafenac-2-34649.html,171,190,m
Megafenac,Mega,200's,https://dawaai.pk/medicine/megafenac-3-34650.html,331,368,m
Mobikare,Barrett,20's,https://dawaai.pk/medicine/mobikare-2-34653.html,132,147,m
Magifen,Dr.Raza,30's,https://dawaai.pk/medicine/magifen-1-35081.html,144,160,m
Macprofen,Macter,50x10's,https://dawaai.pk/medicine/macprofen-2-35342.html,8,9,m
Macprofen,Macter,25x10's,https://dawaai.pk/medicine/macprofen-3-35343.html,14,16,m
Medfen,Medicraft,250's,https://dawaai.pk/medicine/medfen-1-35345.html,108,120,m
Megafen,Albro,10x50's,https://dawaai.pk/medicine/megafen-2-35350.html,39,43,m
Megafen,Albro,10x25's,https://dawaai.pk/medicine/megafen-4-35352.html,36,40,m
Mufen,Macquins,25x10's,https://dawaai.pk/medicine/mufen-1-35355.html,6,7,m
Mufen,Macquins,50x10's,https://dawaai.pk/medicine/mufen-2-35356.html,6,7,m
Mufen,Macquins,25x10's,https://dawaai.pk/medicine/mufen-3-35357.html,12,13,m
Methacid,Unexo,500's,https://dawaai.pk/medicine/methacid-35492.html,230,255,m
Methacid,Unexo,Jarx500's,https://dawaai.pk/medicine/methacid-1-35493.html,212,236,m
Methacil,Mediceena,500's,https://dawaai.pk/medicine/methacil-35494.html,180,200,m
Movelef,Genix,1x30's,https://dawaai.pk/medicine/movelef-35546.html,405,450,m
Movelef,Genix,1x3's,https://dawaai.pk/medicine/movelef-2-35548.html,99,110,m
M-Com,Wilshire,30's,https://dawaai.pk/medicine/m-com-3-35643.html,216,240,m
Magix,Medicaids,10's,https://dawaai.pk/medicine/magix-35644.html,162,180,m
Magix,Medicaids,30's,https://dawaai.pk/medicine/magix-1-35645.html,288,320,m
Magix,Medicaids,2x10's,https://dawaai.pk/medicine/magix-2-35646.html,94,105,m
Maxicam,Reko,10's,https://dawaai.pk/medicine/maxicam-35647.html,100,111,m
Mellow,Ferroza,2x10's,https://dawaai.pk/medicine/mellow-35657.html,84,93,m
Mellow,Ferroza,2x10's,https://dawaai.pk/medicine/mellow-1-35658.html,49,54,m
Melrun,Nabi Qasim,20's,https://dawaai.pk/medicine/melrun-35675.html,95,106,m
Mepex,Alliance,20's,https://dawaai.pk/medicine/mepex-1-35679.html,164,182,m
Mepex,Alliance,20's,https://dawaai.pk/medicine/mepex-3-35681.html,95,106,m
MO TU,S.J. & G. Fazul Ellahie,30's,https://dawaai.pk/medicine/mo-tu-35692.html,356,396,m
MO TU,S.J. & G. Fazul Ellahie,30's,https://dawaai.pk/medicine/mo-tu-1-35693.html,207,230,m
Movicox,Paramount,20's,https://dawaai.pk/medicine/movicox-1-35701.html,164,182,m
Maprol,Miracle,2x10's,https://dawaai.pk/medicine/maprol-35797.html,57,63,m
Maprol,Miracle,20's,https://dawaai.pk/medicine/maprol-1-35798.html,129,143,m
Maprolex,Alliance,20's,https://dawaai.pk/medicine/maprolex-35799.html,54,60,m
Mayoflex,Bryon,2x10's,https://dawaai.pk/medicine/mayoflex-35800.html,50,56,m
Mayoflex,Bryon,2x10's,https://dawaai.pk/medicine/mayoflex-1-35801.html,101,112,m
Miramax,Delux,30's,https://dawaai.pk/medicine/miramax-35803.html,134,149,m
Muside,Polyfine,20's,https://dawaai.pk/medicine/muside-35933.html,99,110,m
M-Quin,Macquins,40's,https://dawaai.pk/medicine/m-quin-36043.html,216,240,m
M-Quin,Macquins,2x10's,https://dawaai.pk/medicine/m-quin-1-36044.html,61,68,m
